id,name,state,country,level,population,latitude,longitude,wiki
17416,Graham,WA,,city-us,33727,47.053,-122.294,3103
17406,Graham,NC,,city-us,17273,36.069,-79.401,4265
17418,Graham,TX,,city-us,8765,33.107,-98.590,8723
17410,Graham,PA,,city-us,1322,41.003,-78.210,2299
17408,Graham,MN,,city-us,585,45.779,-94.069,2343
17407,Graham,GA,,city-us,264,31.832,-82.502,1986
17415,Graham,MO,,city-us,139,40.201,-95.037,3375
17417,Graham,AL,,city-us,89,33.458,-85.321,158
17413,Graham,KS,,city-us,55,39.503,-99.809,342
17409,Graham,FL,,city-us,0,29.860,-82.218,209
17411,Graham,IN,,city-us,0,38.722,-87.196,206
17412,Graham,IN,,city-us,0,40.157,-87.195,145
17414,Graham,KY,,city-us,0,37.237,-87.280,695
